Ts,t,Q released,Weight loss,Q  Base line,W  Base line,Q corrected,Weight loss corrected,Q acumulated,Remaining Weight,,T (oC),Column,Row,Weight [%],Column,Row,,Sample,"Total OM loss
[%]","Total Q released
[J g-1]","Q' 
[J mg-1 OM]","Q50
[J g-1]","T50Q
[oC]","Q1
[%]","Q2
[%]","Q3
[%]","T1Q 
[oC]","T2Q 
[oC]","T3Q 
[oC]","W50
[%]","T50W
[oC]","W1
(%)","W2
(%)","W3
(%)","T1W 
[oC]","T2W 
[oC]","T3W 
[oC]"
[oC],[s],[W g-1],[% OM loss oC-1],[W g-1],[% OM loss oC-1],[W g-1],[mg OM g-1 sample oC-1],[J g-1],[%],,150,J,602,96.1,G,602,,SIA2,5.9,6418,108087,3209,400,36.2,50.5,13.3,354.0,407.0,505.9,3.0,387,2.8,1.9,1.3,328.2,400.2,499.8
5.19E+01,0.00E+00,-3.62E-01,0.00E+00,-3.62E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,375,J,1894,93.3,G,1895,,,,,,,,,,,,,,,,,,,,,
5.18E+01,1.00E+00,-3.77E-01,0.00E+00,-3.77E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,475,J,2506,91.4,G,2507,,,,,,,,,,,,,,,,,,,,,
5.18E+01,2.00E+00,-3.78E-01,0.00E+00,-3.78E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,600,J,3262,90.1,G,3262,,,,,,,,,,,,,,,,,,,,,
5.19E+01,3.00E+00,-3.77E-01,0.00E+00,-3.77E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,H,Total OM loss [%],5.9,,,,,,,,,,,,,,,,,,,,,,,
5.19E+01,4.00E+00,-3.79E-01,0.00E+00,-3.79E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%],3.0,,,,,,,,,,,,,,,,,,,,,,,
5.20E+01,5.00E+00,-3.81E-01,0.00E+00,-3.81E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%] Relative,93.1,,,,,,,,,,,,,,,,,,,,,,,
5.21E+01,6.00E+00,-3.83E-01,0.00E+00,-3.83E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.22E+01,7.00E+00,-3.86E-01,0.00E+00,-3.86E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.23E+01,8.00E+00,-3.91E-01,0.00E+00,-3.91E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24E+01,9.00E+00,-3.95E-01,0.00E+00,-3.95E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,Q'= Q/OM [J mg OM-1],Q corrected,Q corrected abs,Q50,Groups of resistance to thermal oxidation,,,,,,,,,,,,,,,,,,,,,,
5.25E+01,1.00E+01,-3.99E-01,0.00E+00,-3.99E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,oC,,,,,,,,,,,,,,,,,,,,,
5.27E+01,1.10E+01,-4.02E-01,0.00E+00,-4.02E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,108087.2,6418,6418,3209.2,Q total,150-600,,,,,,,,,,,,,,,,,,,,,
5.28E+01,1.20E+01,-4.06E-01,0.00E+00,-4.06E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.30E+01,1.30E+01,-4.10E-01,0.00E+00,-4.10E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,2324,2324,,Q1,150-375,,,,,,,,,,,,,,,,,,,,,
5.31E+01,1.40E+01,-4.13E-01,0.00E+00,-4.13E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.32E+01,1.50E+01,-4.17E-01,0.00E+00,-4.17E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,3241,3241,,Q2,375-475,,,,,,,,,,,,,,,,,,,,,
5.34E+01,1.60E+01,-4.20E-01,0.00E+00,-4.20E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.35E+01,1.70E+01,-4.24E-01,0.00E+00,-4.24E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,853,853,,Q3,475-600,,,,,,,,,,,,,,,,,,,,,
5.37E+01,1.80E+01,-4.27E-01,0.00E+00,-4.27E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.38E+01,1.90E+01,-4.30E-01,0.00E+00,-4.30E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,6418,6418,,Q1+Q2+Q3,150-580,,,,,,,,,,,,,,,,,,,,,
5.39E+01,2.00E+01,-4.33E-01,0.00E+00,-4.33E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.41E+01,2.10E+01,-4.36E-01,0.00E+00,-4.36E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.42E+01,2.20E+01,-4.39E-01,0.00E+00,-4.39E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.44E+01,2.30E+01,-4.42E-01,0.00E+00,-4.42E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.45E+01,2.40E+01,-4.45E-01,0.00E+00,-4.45E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.47E+01,2.50E+01,-4.47E-01,0.00E+00,-4.47E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.48E+01,2.60E+01,-4.50E-01,0.00E+00,-4.50E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.50E+01,2.70E+01,-4.52E-01,0.00E+00,-4.52E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
