Ts,t,Q released,Weight loss,Q  Base line,W  Base line,Q corrected,Weight loss corrected,Q acumulated,Remaining Weight,,T (oC),Column,Row,Weight [%],Column,Row,,Sample,"Total OM loss
[%]","Total Q released
[J g-1]","Q' 
[J mg-1 OM]","Q50
[J g-1]","T50Q
[oC]","Q1
[%]","Q2
[%]","Q3
[%]","T1Q 
[oC]","T2Q 
[oC]","T3Q 
[oC]","W50
[%]","T50W
[oC]","W1
(%)","W2
(%)","W3
(%)","T1W 
[oC]","T2W 
[oC]","T3W 
[oC]"
[oC],[s],[W g-1],[% OM loss oC-1],[W g-1],[% OM loss oC-1],[W g-1],[mg OM g-1 sample oC-1],[J g-1],[%],,150,J,599,96.1,G,599,,SIA2,5.9,9065,152476,4532,391,42.8,48.2,9.0,343.3,432.9,475.0,3.0,385,2.8,1.9,1.3,326.4,428.8,475.0
5.24E+01,0.00E+00,-5.61E-01,.,-5.61E-01,0.00E+00,0.0000,#VALUE!,0.00,9.92E+01,,375,J,1903,93.3,G,1904,,,,,,,,,,,,,,,,,,,,,
5.24E+01,1.00E+00,-5.82E-01,0.00E+00,-5.82E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,475,J,2508,91.4,G,2509,,,,,,,,,,,,,,,,,,,,,
5.24E+01,2.00E+00,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,600,J,3262,90.1,G,3262,,,,,,,,,,,,,,,,,,,,,
5.24E+01,3.00E+00,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,H,Total OM loss [%],5.9,,,,,,,,,,,,,,,,,,,,,,,
5.25E+01,4.00E+00,-5.74E-01,0.00E+00,-5.74E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%],3.0,,,,,,,,,,,,,,,,,,,,,,,
5.26E+01,5.00E+00,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%] Relative,93.1,,,,,,,,,,,,,,,,,,,,,,,
5.26E+01,6.00E+00,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.28E+01,7.00E+00,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.29E+01,8.00E+00,-5.73E-01,0.00E+00,-5.73E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.30E+01,9.00E+00,-5.73E-01,0.00E+00,-5.73E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,Q'= Q/OM [J mg OM-1],Q corrected,Q corrected abs,Q50,Groups of resistance to thermal oxidation,,,,,,,,,,,,,,,,,,,,,,
