Ts,t,Q released,Weight loss,Q  Base line,W  Base line,Q corrected,Weight loss corrected,Q acumulated,Remaining Weight,,T (oC),Column,Row,Weight [%],Column,Row,,Sample,"Total OM loss
[%]","Total Q released
[J g-1]","Q' 
[J mg-1 OM]","Q50
[J g-1]","T50Q
[oC]","Q1
[%]","Q2
[%]","Q3
[%]","T1Q 
[oC]","T2Q 
[oC]","T3Q 
[oC]","W50
[%]","T50W
[oC]","W1
(%)","W2
(%)","W3
(%)","T1W 
[oC]","T2W 
[oC]","T3W 
[oC]"
[oC],[s],[W g-1],[% OM loss oC-1],[W g-1],[% OM loss oC-1],[W g-1],[mg OM g-1 sample oC-1],[J g-1],[%],,150,J,599,96.1,G,599,,SIA2,5.9,10126,170296,5063,394,41.2,48.1,10.6,342.3,424.4,475.2,3.0,385,2.8,1.9,1.3,325.2,420.6,475.2
5.21E+01,0.00E+00,-5.26E-01,0.00E+00,-5.26E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,375,J,1899,93.3,G,1900,,,,,,,,,,,,,,,,,,,,,
5.21E+01,1.00E+00,-5.53E-01,0.00E+00,-5.53E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,475,J,2507,91.4,G,2508,,,,,,,,,,,,,,,,,,,,,
5.21E+01,2.00E+00,-5.53E-01,0.00E+00,-5.53E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,600,J,3263,90.1,G,3263,,,,,,,,,,,,,,,,,,,,,
5.21E+01,3.00E+00,-5.49E-01,0.00E+00,-5.49E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,H,Total OM loss [%],5.9,,,,,,,,,,,,,,,,,,,,,,,
5.22E+01,4.00E+00,-5.53E-01,0.00E+00,-5.53E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%],3.0,,,,,,,,,,,,,,,,,,,,,,,
5.23E+01,5.00E+00,-5.58E-01,0.00E+00,-5.58E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%] Relative,93.1,,,,,,,,,,,,,,,,,,,,,,,
5.23E+01,6.00E+00,-5.61E-01,0.00E+00,-5.61E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24E+01,7.00E+00,-5.64E-01,0.00E+00,-5.64E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.25E+01,8.00E+00,-5.66E-01,0.00E+00,-5.66E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.27E+01,9.00E+00,-5.66E-01,0.00E+00,-5.66E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,Q'= Q/OM [J mg OM-1],Q corrected,Q corrected abs,Q50,Groups of resistance to thermal oxidation,,,,,,,,,,,,,,,,,,,,,,
5.28E+01,1.00E+01,-5.68E-01,0.00E+00,-5.68E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,oC,,,,,,,,,,,,,,,,,,,,,
5.29E+01,1.10E+01,-5.70E-01,0.00E+00,-5.70E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,170296.5,10126,10126,5062.9,Q total,150-600,,,,,,,,,,,,,,,,,,,,,
5.30E+01,1.20E+01,-5.72E-01,0.00E+00,-5.72E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.32E+01,1.30E+01,-5.73E-01,0.00E+00,-5.73E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,4174,4174,,Q1,150-375,,,,,,,,,,,,,,,,,,,,,
5.33E+01,1.40E+01,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.35E+01,1.50E+01,-5.76E-01,0.00E+00,-5.76E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,4873,4873,,Q2,375-475,,,,,,,,,,,,,,,,,,,,,
5.36E+01,1.60E+01,-5.78E-01,0.00E+00,-5.78E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+01,1.70E+01,-5.78E-01,0.00E+00,-5.78E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,1078,1078,,Q3,475-600,,,,,,,,,,,,,,,,,,,,,
5.39E+01,1.80E+01,-5.79E-01,0.00E+00,-5.79E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.40E+01,1.90E+01,-5.81E-01,0.00E+00,-5.81E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,10126,10126,,Q1+Q2+Q3,150-580,,,,,,,,,,,,,,,,,,,,,
5.42E+01,2.00E+01,-5.82E-01,0.00E+00,-5.82E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.43E+01,2.10E+01,-5.82E-01,0.00E+00,-5.82E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.45E+01,2.20E+01,-5.83E-01,0.00E+00,-5.83E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.46E+01,2.30E+01,-5.84E-01,0.00E+00,-5.84E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.48E+01,2.40E+01,-5.85E-01,0.00E+00,-5.85E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.49E+01,2.50E+01,-5.85E-01,0.00E+00,-5.85E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.51E+01,2.60E+01,-5.85E-01,0.00E+00,-5.85E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.52E+01,2.70E+01,-5.86E-01,0.00E+00,-5.86E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.54E+01,2.80E+01,-5.86E-01,0.00E+00,-5.86E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.56E+01,2.90E+01,-5.87E-01,0.00E+00,-5.87E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.57E+01,3.00E+01,-5.87E-01,0.00E+00,-5.87E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.59E+01,3.10E+01,-5.88E-01,0.00E+00,-5.88E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
