Ts,t,Q released,Weight loss,Q  Base line,W  Base line,Q corrected,Weight loss corrected,Q acumulated,Remaining Weight,,T (oC),Column,Row,Weight [%],Column,Row,,Sample,"Total OM loss
[%]","Total Q released
[J g-1]","Q' 
[J mg-1 OM]","Q50
[J g-1]","T50Q
[oC]","Q1
[%]","Q2
[%]","Q3
[%]","T1Q 
[oC]","T2Q 
[oC]","T3Q 
[oC]","W50
[%]","T50W
[oC]","W1
(%)","W2
(%)","W3
(%)","T1W 
[oC]","T2W 
[oC]","T3W 
[oC]"
[oC],[s],[W g-1],[% OM loss oC-1],[W g-1],[% OM loss oC-1],[W g-1],[mg OM g-1 sample oC-1],[J g-1],[%],,150,J,599,96.1,G,599,,SIA2,5.9,9880,166165,4940,389,43.2,44.9,11.9,340.8,420.9,495.0,3.0,384,2.8,1.9,1.3,326.4,395.2,483.1
5.23E+01,0.00E+00,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,375,J,1904,93.3,G,1905,,,,,,,,,,,,,,,,,,,,,
5.23E+01,1.00E+00,-6.64E-01,0.00E+00,-6.64E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,475,J,2510,91.4,G,2511,,,,,,,,,,,,,,,,,,,,,
5.23E+01,2.00E+00,-6.63E-01,0.00E+00,-6.63E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,600,J,3263,90.1,G,3263,,,,,,,,,,,,,,,,,,,,,
5.23E+01,3.00E+00,-6.71E-01,0.00E+00,-6.71E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,H,Total OM loss [%],5.9,,,,,,,,,,,,,,,,,,,,,,,
5.24E+01,4.00E+00,-6.62E-01,0.00E+00,-6.62E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%],3.0,,,,,,,,,,,,,,,,,,,,,,,
5.25E+01,5.00E+00,-6.58E-01,0.00E+00,-6.58E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,W50 [%] Relative,93.1,,,,,,,,,,,,,,,,,,,,,,,
5.26E+01,6.00E+00,-6.55E-01,0.00E+00,-6.55E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.27E+01,7.00E+00,-6.52E-01,0.00E+00,-6.52E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.28E+01,8.00E+00,-6.51E-01,0.00E+00,-6.51E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.29E+01,9.00E+00,-6.50E-01,0.00E+00,-6.50E-01,0.00E+00,0.0000,0.0000,0.00,9.92E+01,,Q'= Q/OM [J mg OM-1],Q corrected,Q corrected abs,Q50,Groups of resistance to thermal oxidation,,,,,,,,,,,,,,,,,,,,,,
5.30E+01,1.00E+01,-6.49E-01,0.00E+00,-6.49E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,oC,,,,,,,,,,,,,,,,,,,,,
5.31E+01,1.10E+01,-6.48E-01,0.00E+00,-6.48E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,166164.6,9880,9880,4940.1,Q total,150-600,,,,,,,,,,,,,,,,,,,,,
5.33E+01,1.20E+01,-6.47E-01,0.00E+00,-6.47E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.34E+01,1.30E+01,-6.46E-01,0.00E+00,-6.46E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,4267,4267,,Q1,150-375,,,,,,,,,,,,,,,,,,,,,
5.35E+01,1.40E+01,-6.44E-01,0.00E+00,-6.44E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+01,1.50E+01,-6.43E-01,0.00E+00,-6.43E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,4439,4439,,Q2,375-475,,,,,,,,,,,,,,,,,,,,,
5.38E+01,1.60E+01,-6.43E-01,0.00E+00,-6.43E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.40E+01,1.70E+01,-6.42E-01,0.00E+00,-6.42E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,1175,1175,,Q3,475-600,,,,,,,,,,,,,,,,,,,,,
5.41E+01,1.80E+01,-6.42E-01,0.00E+00,-6.42E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.43E+01,1.90E+01,-6.40E-01,0.00E+00,-6.40E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,9880,9880,,Q1+Q2+Q3,150-580,,,,,,,,,,,,,,,,,,,,,
5.44E+01,2.00E+01,-6.40E-01,0.00E+00,-6.40E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.46E+01,2.10E+01,-6.40E-01,0.00E+00,-6.40E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.47E+01,2.20E+01,-6.39E-01,0.00E+00,-6.39E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.49E+01,2.30E+01,-6.39E-01,0.00E+00,-6.39E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.50E+01,2.40E+01,-6.38E-01,0.00E+00,-6.38E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.52E+01,2.50E+01,-6.38E-01,0.00E+00,-6.38E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.53E+01,2.60E+01,-6.38E-01,0.00E+00,-6.38E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.55E+01,2.70E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.56E+01,2.80E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.58E+01,2.90E+01,-6.36E-01,0.00E+00,-6.36E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.59E+01,3.00E+01,-6.36E-01,0.00E+00,-6.36E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.61E+01,3.10E+01,-6.36E-01,0.00E+00,-6.36E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.62E+01,3.20E+01,-6.36E-01,0.00E+00,-6.36E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.64E+01,3.30E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.65E+01,3.40E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.67E+01,3.50E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.69E+01,3.60E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E+01,3.70E+01,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.72E+01,3.80E+01,-6.38E-01,0.00E+00,-6.38E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.73E+01,3.90E+01,-6.39E-01,0.00E+00,-6.39E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.75E+01,4.00E+01,-6.40E-01,0.00E+00,-6.40E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.76E+01,4.10E+01,-6.41E-01,0.00E+00,-6.41E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.78E+01,4.20E+01,-6.42E-01,0.00E+00,-6.42E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.80E+01,4.30E+01,-6.43E-01,0.00E+00,-6.43E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.81E+01,4.40E+01,-6.44E-01,0.00E+00,-6.44E-01,0.00E+00,0.0000,0.0000,0.00,9.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.83E+01,4.50E+01,-6.45E-01,0.00E+00,-6.45E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.84E+01,4.60E+01,-6.46E-01,0.00E+00,-6.46E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+01,4.70E+01,-6.47E-01,0.00E+00,-6.47E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.88E+01,4.80E+01,-6.49E-01,0.00E+00,-6.49E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.89E+01,4.90E+01,-6.50E-01,0.00E+00,-6.50E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.91E+01,5.00E+01,-6.51E-01,0.00E+00,-6.51E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.92E+01,5.10E+01,-6.53E-01,0.00E+00,-6.53E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.94E+01,5.20E+01,-6.54E-01,0.00E+00,-6.54E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.95E+01,5.30E+01,-6.56E-01,0.00E+00,-6.56E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.97E+01,5.40E+01,-6.57E-01,0.00E+00,-6.57E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.99E+01,5.50E+01,-6.58E-01,0.00E+00,-6.58E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.00E+01,5.60E+01,-6.60E-01,0.00E+00,-6.60E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.02E+01,5.70E+01,-6.61E-01,0.00E+00,-6.61E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.03E+01,5.80E+01,-6.62E-01,0.00E+00,-6.62E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.05E+01,5.90E+01,-6.64E-01,0.00E+00,-6.64E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.07E+01,6.00E+01,-6.65E-01,0.00E+00,-6.65E-01,0.00E+00,0.0000,0.0000,0.00,9.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.08E+01,6.10E+01,-6.66E-01,0.00E+00,-6.66E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.10E+01,6.20E+01,-6.67E-01,0.00E+00,-6.67E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.11E+01,6.30E+01,-6.69E-01,0.00E+00,-6.69E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+01,6.40E+01,-6.70E-01,0.00E+00,-6.70E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.15E+01,6.50E+01,-6.71E-01,0.00E+00,-6.71E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.16E+01,6.60E+01,-6.72E-01,0.00E+00,-6.72E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.18E+01,6.70E+01,-6.73E-01,0.00E+00,-6.73E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.20E+01,6.80E+01,-6.74E-01,0.00E+00,-6.74E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.21E+01,6.90E+01,-6.75E-01,0.00E+00,-6.75E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.23E+01,7.00E+01,-6.76E-01,0.00E+00,-6.76E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.24E+01,7.10E+01,-6.77E-01,0.00E+00,-6.77E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.26E+01,7.20E+01,-6.78E-01,0.00E+00,-6.78E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.28E+01,7.30E+01,-6.79E-01,0.00E+00,-6.79E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.29E+01,7.40E+01,-6.80E-01,0.00E+00,-6.80E-01,0.00E+00,0.0000,0.0000,0.00,9.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
